"filename", "language", "JavaScript", "JSON with Comments", "JSON", "Markdown", "TypeScript", "JavaScript JSX", "CSS", "XML", "Django HTML", "Properties", "TypeScript JSX", "comment", "blank", "total"
"d:\Websites\Prescripto\admin\src\assets\assets.js", "JavaScript", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 30
"d:\Websites\Prescripto\admin\src\assets\cancel_icon.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 1, 21
"d:\Websites\Prescripto\admin\src\assets\doctor_icon.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"d:\Websites\Prescripto\admin\src\assets\earning_icon.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 1, 12
"d:\Websites\Prescripto\admin\src\assets\home_icon.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"d:\Websites\Prescripto\admin\src\assets\list_icon.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
"d:\Websites\Prescripto\admin\src\assets\patient_icon.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"d:\Websites\Prescripto\admin\src\assets\patients_icon.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 1, 15
"d:\Websites\Prescripto\admin\src\assets\people_icon.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 1, 12
"d:\Websites\Prescripto\admin\src\assets\tick_icon.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 1, 21
"d:\Websites\Prescripto\admin\src\assets\upload_area.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
"d:\Websites\Prescripto\admin\src\components\IncomeChart.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 9, 71
"d:\Websites\Prescripto\admin\src\components\Navbar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 6, 33
"d:\Websites\Prescripto\admin\src\components\Sidebar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 6, 52
"d:\Websites\Prescripto\admin\src\context\AdminContext.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 179, 0, 0, 0, 0, 0, 18, 49, 246
"d:\Websites\Prescripto\admin\src\context\AppContext.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 2, 11, 42
"d:\Websites\Prescripto\admin\src\context\DoctorContext.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 7, 34, 134
"d:\Websites\Prescripto\admin\src\index.css", "CSS", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 2, 12
"d:\Websites\Prescripto\admin\src\main.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 2, 21
"d:\Websites\Prescripto\admin\src\pages\Admin\AddDoctor.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 137, 0, 0, 0, 0, 0, 1, 37, 175
"d:\Websites\Prescripto\admin\src\pages\Admin\AllAppointments.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 0, 0, 9, 129
"d:\Websites\Prescripto\admin\src\pages\Admin\Dashboard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 14, 94
"d:\Websites\Prescripto\admin\src\pages\Admin\DoctorsList.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 7, 80
"d:\Websites\Prescripto\admin\src\pages\Doctor\DoctorAppointments.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 8, 64
"d:\Websites\Prescripto\admin\src\pages\Doctor\DoctorDashboard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 12, 80
"d:\Websites\Prescripto\admin\src\pages\Doctor\DoctorProfile.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 2, 22, 108
"d:\Websites\Prescripto\admin\src\pages\Login.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 14, 69
"d:\Websites\Prescripto\admin\src\pages\NotFound.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 2, 22
"d:\Websites\Prescripto\admin\tailwind.config.js", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 18
"d:\Websites\Prescripto\admin\vercel.json", "JSON", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
"d:\Websites\Prescripto\admin\vite.config.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 9
"d:\Websites\Prescripto\backend\.env", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 2, 3, 23
"d:\Websites\Prescripto\backend\config\appwrite.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 11
"d:\Websites\Prescripto\backend\config\cloudinary.js", "JavaScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13
"d:\Websites\Prescripto\backend\config\mongodb.js", "JavaScript", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 44
"d:\Websites\Prescripto\backend\controllers\adminController.js", "JavaScript", 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 55, 261
"d:\Websites\Prescripto\backend\controllers\apiPackageController.js", "JavaScript", 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 95
"d:\Websites\Prescripto\backend\controllers\communityController.js", "JavaScript", 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20, 112
"d:\Websites\Prescripto\backend\controllers\doctorController.js", "JavaScript", 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 54, 203
"d:\Websites\Prescripto\backend\controllers\googleFitController.js", "JavaScript", 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 28, 172
"d:\Websites\Prescripto\backend\controllers\medicineController.js", "JavaScript", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 75
"d:\Websites\Prescripto\backend\controllers\userController.js", "JavaScript", 259, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 84, 366
"d:\Websites\Prescripto\backend\docs\appwrite-setup.md", "Markdown", 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 19, 112
"d:\Websites\Prescripto\backend\middleware\authAdmin.js", "JavaScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 21
"d:\Websites\Prescripto\backend\middleware\authDoctor.js", "JavaScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 19
"d:\Websites\Prescripto\backend\middleware\authUser.js", "JavaScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 19
"d:\Websites\Prescripto\backend\middleware\multer.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"d:\Websites\Prescripto\backend\models\apiPackageModel.js", "JavaScript", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 46
"d:\Websites\Prescripto\backend\models\appointmentModel.js", "JavaScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"d:\Websites\Prescripto\backend\models\communityModel.js", "JavaScript", 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 53
"d:\Websites\Prescripto\backend\models\communityPostModel.js", "JavaScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 25
"d:\Websites\Prescripto\backend\models\doctorModel.js", "JavaScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20
"d:\Websites\Prescripto\backend\models\medicineModel.js", "JavaScript", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 58
"d:\Websites\Prescripto\backend\models\userModel.js", "JavaScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"d:\Websites\Prescripto\backend\package-lock.json", "JSON", 0, 0, 3108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3109
"d:\Websites\Prescripto\backend\package.json", "JSON", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 38
"d:\Websites\Prescripto\backend\routes\adminRoute.js", "JavaScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"d:\Websites\Prescripto\backend\routes\apiPackageRoute.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"d:\Websites\Prescripto\backend\routes\communityRoute.js", "JavaScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 15
"d:\Websites\Prescripto\backend\routes\doctorRoute.js", "JavaScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"d:\Websites\Prescripto\backend\routes\medicineRoute.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"d:\Websites\Prescripto\backend\routes\userRoute.js", "JavaScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 27
"d:\Websites\Prescripto\backend\server.js", "JavaScript", 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 53
"d:\Websites\Prescripto\backend\utils\apiKeyGenerator.js", "JavaScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"d:\Websites\Prescripto\backend\utils\csvGenerator.js", "JavaScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 29
"d:\Websites\Prescripto\backend\utils\emailService.js", "JavaScript", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 6, 58
"d:\Websites\Prescripto\backend\utils\pdfGenerator.js", "JavaScript", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 10, 52
"d:\Websites\Prescripto\frontend\.env", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3
"d:\Websites\Prescripto\frontend\.eslintrc.cjs", "JavaScript", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"d:\Websites\Prescripto\frontend\README.md", "Markdown", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9
"d:\Websites\Prescripto\frontend\index.html", "Django HTML", 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\Websites\Prescripto\frontend\package-lock.json", "JSON", 0, 0, 6841, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6842
"d:\Websites\Prescripto\frontend\package.json", "JSON", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 37
"d:\Websites\Prescripto\frontend\postcss.config.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"d:\Websites\Prescripto\frontend\public\favicon.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"d:\Websites\Prescripto\frontend\public\sitemap.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 51
"d:\Websites\Prescripto\frontend\public\vite.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Websites\Prescripto\frontend\src\App.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 2, 59
"d:\Websites\Prescripto\frontend\src\assets\Dermatologist.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 1, 19
"d:\Websites\Prescripto\frontend\src\assets\Gastroenterologist.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 1, 19
"d:\Websites\Prescripto\frontend\src\assets\General_physician.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
"d:\Websites\Prescripto\frontend\src\assets\Gynecologist.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 1, 37
"d:\Websites\Prescripto\frontend\src\assets\Neurologist.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 1, 17
"d:\Websites\Prescripto\frontend\src\assets\Pediatricians.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 1, 18
"d:\Websites\Prescripto\frontend\src\assets\arrow_icon.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"d:\Websites\Prescripto\frontend\src\assets\assets.js", "JavaScript", 295, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 299
"d:\Websites\Prescripto\frontend\src\assets\chats_icon.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"d:\Websites\Prescripto\frontend\src\assets\dropdown_icon.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 9
"d:\Websites\Prescripto\frontend\src\assets\info_icon.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"d:\Websites\Prescripto\frontend\src\assets\logo.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
"d:\Websites\Prescripto\frontend\src\assets\menu_icon.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
"d:\Websites\Prescripto\frontend\src\assets\verified_icon.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"d:\Websites\Prescripto\frontend\src\components\Banner.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 2, 6, 29
"d:\Websites\Prescripto\frontend\src\components\Footer.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 9, 46
"d:\Websites\Prescripto\frontend\src\components\GoogleFitData.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 8, 100
"d:\Websites\Prescripto\frontend\src\components\Header.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 2, 4, 30
"d:\Websites\Prescripto\frontend\src\components\MedicineSearch.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 15, 142
"d:\Websites\Prescripto\frontend\src\components\Navbar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 1, 8, 83
"d:\Websites\Prescripto\frontend\src\components\RelatedDoctors.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 1, 5, 41
"d:\Websites\Prescripto\frontend\src\components\SEO.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 7, 8, 51
"d:\Websites\Prescripto\frontend\src\components\SpecialityMenu.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 2, 22
"d:\Websites\Prescripto\frontend\src\components\TopDoctors.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 5, 34
"d:\Websites\Prescripto\frontend\src\context\AppContext.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 2, 21, 81
"d:\Websites\Prescripto\frontend\src\index.css", "CSS", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 5, 23
"d:\Websites\Prescripto\frontend\src\main.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 2, 18
"d:\Websites\Prescripto\frontend\src\pages\About.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 8, 53
"d:\Websites\Prescripto\frontend\src\pages\ApiMarketplace.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 299, 0, 0, 0, 0, 0, 5, 17, 321
"d:\Websites\Prescripto\frontend\src\pages\Appointment.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 131, 0, 0, 0, 0, 0, 11, 47, 189
"d:\Websites\Prescripto\frontend\src\pages\Community.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 9, 103
"d:\Websites\Prescripto\frontend\src\pages\Contact.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 7, 37
"d:\Websites\Prescripto\frontend\src\pages\CreatePost.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 14, 144
"d:\Websites\Prescripto\frontend\src\pages\Doctors.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 2, 10, 76
"d:\Websites\Prescripto\frontend\src\pages\Features.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 6, 53
"d:\Websites\Prescripto\frontend\src\pages\GoogleFitDashboard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 168, 0, 0, 0, 0, 0, 0, 12, 180
"d:\Websites\Prescripto\frontend\src\pages\Home.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 2, 25
"d:\Websites\Prescripto\frontend\src\pages\Login.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 16, 83
"d:\Websites\Prescripto\frontend\src\pages\MedicineDetails.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 132, 0, 0, 0, 0, 0, 0, 17, 149
"d:\Websites\Prescripto\frontend\src\pages\Medicines.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 2, 21
"d:\Websites\Prescripto\frontend\src\pages\MyAppointments.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 211, 0, 0, 0, 0, 0, 13, 34, 258
"d:\Websites\Prescripto\frontend\src\pages\MyProfile.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 6, 116
"d:\Websites\Prescripto\frontend\src\pages\NotFound.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 2, 22
"d:\Websites\Prescripto\frontend\src\pages\Privacy.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 24, 118
"d:\Websites\Prescripto\frontend\src\pages\Terms.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 15, 104
"d:\Websites\Prescripto\frontend\src\pages\Verify.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 1, 15, 53
"d:\Websites\Prescripto\frontend\tailwind.config.js", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 18
"d:\Websites\Prescripto\frontend\vercel.json", "JSON", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
"d:\Websites\Prescripto\frontend\vite.config.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 9
"Total", "-", 1931, 33, 24537, 103, 1012, 3629, 433, 853, 27, 25, 3001, 232, 1646, 37462